GrLivArea,BedroomAbvGr,KitchenAbvGr,OverallCond,RoofSurface,GarageFinish,CentralAir,SalePrice,sin_MoSold,cos_MoSold
0.39780736100234926,0.375,0.3333333333333333,0.5,0.31672911615605026,2,1,208500,0.5406408174555976,0.8412535328311812
-0.3038371182458888,0.375,0.3333333333333333,0.875,0.06964954815957683,2,1,181500,0.7557495743542583,-0.654860733945285
0.5168363351605325,0.375,0.3333333333333333,0.5,0.2281243112188671,2,1,223500,-0.9898214418809327,-0.14231483827328523
0.40877055599060297,0.375,0.3333333333333333,0.5,0.4425832047608552,1,1,140000,0.5406408174555976,0.8412535328311812
1.1620986687548942,0.5,0.3333333333333333,0.5,0.566894423627948,2,1,250000,-1.133107779529596e-15,1.0
-0.14722004698512137,0.125,0.3333333333333333,0.5,0.10976416134009259,1,1,143000,-0.9096319953545186,0.41541501300188605
0.3727486296006265,0.375,0.3333333333333333,0.5,0.52523694070972,2,1,307000,-0.7557495743542582,-0.6548607339452852
0.9929522317932654,0.375,0.3333333333333333,0.625,0.7897288957460877,2,1,200000,-0.5406408174555974,0.8412535328311812
0.4980422866092404,0.25,0.6666666666666666,0.5,0.19087502755124533,1,1,129900,0.9898214418809328,-0.142314838273285
-2.2819107282693816,0.375,0.3333333333333333,0.5,0.52523694070972,1,1,129500,0.5406408174555976,0.8412535328311812
1.3594361785434612,0.5,0.3333333333333333,0.5,0.5858496804055543,3,1,345000,-0.2817325568414294,-0.9594929736144975
-0.8519968676585747,0.25,0.3333333333333333,0.625,0.5023143046065682,1,1,144000,-0.9898214418809327,-0.14231483827328523
0.05951448707909162,0.375,0.3333333333333333,0.5,0.7522592021159357,2,1,279500,-0.7557495743542582,-0.6548607339452852
-0.3179326546593579,0.25,0.3333333333333333,0.5,0.6687238263169495,2,1,157000,0.7557495743542583,-0.654860733945285
-0.9428347689898199,0.25,0.3333333333333333,0.875,0.18955256777606347,1,1,132000,-0.2817325568414294,-0.9594929736144975
-0.7079091620986687,0.25,0.3333333333333333,0.75,0.8379986775402248,3,1,149000,0.9096319953545183,0.41541501300188644
-0.2505873140172279,0.25,0.6666666666666666,0.5,0.9180074939387259,1,1,90000,-0.9096319953545186,0.41541501300188605
-0.5356303837118246,0.375,0.3333333333333333,0.5,0.5276614502975534,1,1,159000,0.28173255684142967,-0.9594929736144974
-0.18324197337509787,0.375,0.3333333333333333,0.625,0.7617368305047388,1,1,139000,0.7557495743542583,-0.654860733945285
1.4408770555990602,0.5,0.3333333333333333,0.5,0.007053118800969815,2,1,325300,-0.5406408174555974,0.8412535328311812
-0.5450274079874706,0.375,0.3333333333333333,0.75,0.9001542869737713,1,1,139400,0.28173255684142967,-0.9594929736144974
0.5309318715740016,0.375,0.3333333333333333,0.5,0.591359929468812,2,1,230000,-0.9898214418809327,-0.14231483827328523
-0.620203602192639,0.375,0.3333333333333333,0.875,0.6577033281904342,1,1,154000,0.7557495743542583,-0.654860733945285
0.2255285826155051,0.375,0.3333333333333333,0.5,0.943134229667181,2,1,256300,-0.2817325568414294,-0.9594929736144975
-0.8707909162098669,0.375,0.3333333333333333,0.75,0.19285871721401807,1,1,134800,0.7557495743542583,-0.654860733945285
-1.465935787000783,0.125,0.3333333333333333,0.625,0.3125413268679744,1,0,68500,0.7557495743542583,-0.654860733945285
-0.3570869224745497,0.375,0.3333333333333333,0.625,0.4269340974212035,1,1,149350,0.28173255684142967,-0.9594929736144974
-0.34768989819890367,0.375,0.3333333333333333,0.5,0.3773418558518845,2,1,179900,0.0,1.0
0.38214565387627253,0.5,0.3333333333333333,0.5,0.9299096319153626,2,1,165500,0.9898214418809328,-0.142314838273285
0.1644479248238058,0.25,0.3333333333333333,0.5,0.730218205862905,3,1,277500,-0.7557495743542582,-0.6548607339452852
1.5599060297572436,0.5,0.3333333333333333,0.5,0.3467048710601719,3,1,309000,-0.9898214418809327,-0.14231483827328523
-0.562255285826155,0.375,0.3333333333333333,0.5,0.346043641172581,1,1,145000,0.28173255684142967,-0.9594929736144974
-0.2490211433046202,0.375,0.3333333333333333,0.625,0.10822129160238045,3,1,153000,-0.9096319953545186,0.41541501300188605
-0.47611589663273296,0.25,0.6666666666666666,0.5,0.4256116376460216,0,0,82000,0.28173255684142967,-0.9594929736144974
-0.2004698512137823,0.25,0.3333333333333333,0.625,0.6519726691646462,2,1,170000,-0.2817325568414294,-0.9594929736144975
-0.8958496476115897,0.25,0.3333333333333333,0.75,0.4899713467048711,2,1,144000,-1.133107779529596e-15,1.0
-0.8112764291307752,0.375,0.3333333333333333,0.625,0.7412387039894204,1,1,130250,-0.2817325568414294,-0.9594929736144975
-0.4792482380579483,0.375,0.3333333333333333,0.625,0.5957681287194181,2,1,141000,0.7557495743542583,-0.654860733945285
0.4635865309318716,0.25,0.3333333333333333,0.5,0.45162001322459777,2,1,319900,0.5406408174555976,0.8412535328311812
1.0853563038371183,0.125,0.3333333333333333,0.5,0.7359488648886929,2,1,239686,-0.7557495743542582,-0.6548607339452852
-0.006264682850430697,0.25,1.0,0.5,0.15296451399603264,0,1,113000,0.28173255684142967,-0.9594929736144974
-0.7846515270164448,0.375,0.3333333333333333,0.75,0.044963632356182504,1,1,127000,0.0,1.0
-0.4385277995301488,0.375,0.3333333333333333,0.625,0.4963632356182499,1,1,114500,-0.9898214418809327,-0.14231483827328523
0.6045418950665623,0.0,0.3333333333333333,0.5,0.12982146793035046,3,1,385000,-0.5406408174555974,0.8412535328311812
-0.15035238841033674,0.375,0.3333333333333333,0.5,0.6735728454926163,1,1,130000,0.5406408174555976,0.8412535328311812
-0.0485512920908379,0.375,0.3333333333333333,0.5,0.4732201895525677,2,1,180500,-0.2817325568414294,-0.9594929736144975
0.44322631166797183,0.375,0.3333333333333333,0.5,0.9391668503416355,3,1,172500,-0.7557495743542582,-0.6548607339452852
0.413469068128426,0.375,0.3333333333333333,0.5,0.24355300859598858,2,1,196500,-0.7557495743542582,-0.6548607339452852
2.332028191072827,0.375,0.3333333333333333,0.5,0.002865329512893977,3,1,438780,-0.9096319953545186,0.41541501300188605
-1.0587314017227878,0.25,0.3333333333333333,0.75,0.6969363015208287,1,1,124900,0.0,1.0
-0.5403288958496476,0.375,0.3333333333333333,0.75,0.44302402468591584,1,0,101000,0.9096319953545183,0.41541501300188644
-0.13469068128425998,0.25,0.3333333333333333,0.5,0.16332378223495705,2,1,202500,-0.9096319953545186,0.41541501300188605
0.39780736100234926,0.375,0.3333333333333333,0.625,0.47035486003967375,1,1,140000,0.9898214418809328,-0.142314838273285
0.9052466718872357,0.375,0.3333333333333333,0.5,0.7187568878113291,2,1,219500,0.5406408174555976,0.8412535328311812
1.5927956147220046,0.5,0.3333333333333333,0.5,0.05686577033281906,2,1,317000,-0.9096319953545186,0.41541501300188605
1.1761942051683634,0.375,0.3333333333333333,0.5,0.9177870839761957,2,1,180000,-0.2817325568414294,-0.9594929736144975
0.036021926389976505,0.375,0.3333333333333333,0.5,0.457571082212916,2,1,226000,0.28173255684142967,-0.9594929736144974
-1.110415035238841,0.25,0.3333333333333333,0.625,0.37756226581441477,1,1,80000,0.28173255684142967,-0.9594929736144974
1.2012529365700861,0.375,0.3333333333333333,0.625,0.7551245316288296,3,1,244000,0.5406408174555976,0.8412535328311812
-0.9569303054032889,0.25,0.3333333333333333,0.625,0.7277936962750716,1,1,129500,0.28173255684142967,-0.9594929736144974
0.41033672670321064,0.375,0.3333333333333333,0.5,0.9825876129601059,3,1,185000,-1.133107779529596e-15,1.0
-0.5794831636648394,0.375,0.3333333333333333,0.75,0.0011020498126515371,1,1,144900,0.7557495743542583,-0.654860733945285
0.23335943617854346,0.375,0.6666666666666666,0.625,0.4454485342737492,1,0,107400,0.7557495743542583,-0.654860733945285
-0.7329678935003915,0.25,0.3333333333333333,0.5,0.25369186687238265,1,1,91000,-0.5406408174555974,0.8412535328311812
-0.7893500391542678,0.25,0.3333333333333333,0.75,0.0,1,1,135750,0.9898214418809328,-0.142314838273285
-0.2678151918559123,0.25,0.3333333333333333,0.5,0.4134890897068547,1,1,127000,0.0,1.0
-0.35395458104933436,0.25,0.3333333333333333,0.625,0.4214238483579458,1,1,110000,0.7557495743542583,-0.654860733945285
1.0743931088488645,0.5,0.3333333333333333,0.625,0.2545735067225039,3,1,193500,0.28173255684142967,-0.9594929736144974
-0.18637431480031325,0.25,0.3333333333333333,0.5,0.7912717654837998,3,1,153500,0.9096319953545183,0.41541501300188644
0.16758026624902114,0.375,0.3333333333333333,0.5,0.5629270443024025,2,1,245000,-0.9096319953545186,0.41541501300188605
-0.6123727486296007,0.375,0.3333333333333333,0.5,0.5168613621335685,1,1,126500,-0.2817325568414294,-0.9594929736144975
0.028191072826938137,0.375,0.3333333333333333,0.5,0.6277275732863126,3,1,168500,0.7557495743542583,-0.654860733945285
0.16288175411119812,0.375,0.3333333333333333,0.5,0.9023583865990743,3,1,174000,0.9096319953545183,0.41541501300188644
0.1096319498825372,0.25,0.3333333333333333,0.125,0.8168393211373154,0,0,85000,-0.9096319953545186,0.41541501300188605
-0.7298355520751761,0.375,0.3333333333333333,0.5,0.19440158695173024,0,1,123600,-0.7557495743542582,-0.6548607339452852
-0.6515270164447925,0.25,0.3333333333333333,0.5,0.7983248842847697,1,1,109900,-0.2817325568414294,-0.9594929736144975
-0.346123727486296,0.25,0.3333333333333333,0.25,0.8080229226361032,1,1,98600,-1.133107779529596e-15,1.0
-0.7705559906029757,0.25,0.3333333333333333,0.75,0.3467048710601719,1,1,163500,-0.7557495743542582,-0.6548607339452852
0.02192638997650744,0.375,0.3333333333333333,0.875,0.7161119682609653,3,1,185000,0.9898214418809328,-0.142314838273285
0.206734534064213,0.375,0.3333333333333333,0.5,0.6193519947101609,2,1,214000,-0.7557495743542582,-0.6548607339452852
-0.9725920125293657,0.25,0.3333333333333333,0.5,0.9180074939387259,1,0,83000,0.7557495743542583,-0.654860733945285
-0.3617854346123727,0.375,0.3333333333333333,0.5,0.06722503857174345,0,1,128950,0.0,1.0
0.24119028974158183,0.375,0.3333333333333333,0.75,0.037249283667621785,2,1,205000,0.5406408174555976,0.8412535328311812
0.43226311667971806,0.375,0.3333333333333333,0.5,0.6413929909631916,3,1,178000,0.28173255684142967,-0.9594929736144974
0.12372748629600626,0.5,0.6666666666666666,0.5,0.7787083976195724,1,1,118964,0.28173255684142967,-0.9594929736144974
0.566953797963978,0.5,0.3333333333333333,0.375,0.11703769010359269,1,1,169500,0.28173255684142967,-0.9594929736144974
0.8394675019577134,0.375,0.3333333333333333,0.5,0.44787304386158255,2,1,250000,-0.7557495743542582,-0.6548607339452852
-0.6405638214565388,0.25,0.3333333333333333,0.75,0.9446770994048932,1,1,100000,-0.7557495743542582,-0.6548607339452852
0.09553641346906813,0.375,0.3333333333333333,0.75,0.6059069869958122,0,0,115000,-0.7557495743542582,-0.6548607339452852
0.6076742364917777,0.375,0.3333333333333333,0.625,0.5547718756887812,2,1,190000,0.0,1.0
0.624902114330462,0.5,0.3333333333333333,0.375,0.15362574388362357,1,1,136900,-0.9096319953545186,0.41541501300188605
1.942051683633516,0.5,0.3333333333333333,0.5,0.9228565131143929,3,1,383970,-0.9096319953545186,0.41541501300188605
1.2576350822239624,0.375,0.3333333333333333,0.5,0.7725369186687239,1,1,217000,-0.9096319953545186,0.41541501300188605
1.3531714956930305,0.375,0.3333333333333333,0.875,0.14657262508265376,1,1,259500,-0.2817325568414294,-0.9594929736144975
-0.5700861393891934,0.375,0.3333333333333333,0.5,0.2633899052237161,1,1,139000,-0.9898214418809327,-0.14231483827328523
0.0,0.375,0.3333333333333333,0.5,0.8761296010579678,3,1,163990,-0.2817325568414294,-0.9594929736144975
-0.7329678935003915,0.125,0.3333333333333333,0.5,0.1271765483799868,1,1,180000,-0.9096319953545186,0.41541501300188605
-0.5215348472983555,0.375,0.3333333333333333,0.5,0.5188450517963412,1,1,100000,0.28173255684142967,-0.9594929736144974
-0.5888801879404855,0.375,0.3333333333333333,0.75,0.5737271324663875,1,1,136000,0.28173255684142967,-0.9594929736144974
0.20360219263899765,0.375,0.3333333333333333,0.5,0.9292484020277716,1,1,181000,0.0,1.0
-1.0994518402505873,0.25,0.3333333333333333,0.875,0.9160238042759532,0,0,84500,0.28173255684142967,-0.9594929736144974
-0.7799530148786218,0.25,0.3333333333333333,0.5,0.9277055322900596,2,1,128000,0.5406408174555976,0.8412535328311812
-0.9647611589663273,0.375,0.3333333333333333,0.75,0.2836676217765043,0,1,87000,0.28173255684142967,-0.9594929736144974
-0.16914643696162882,0.375,0.3333333333333333,0.5,0.8906766585849681,2,1,155000,-0.2817325568414294,-0.9594929736144975
